STATION,NAME,DATE,AWND,FMTM,PGTM,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV20
USW00014765,"PROVIDENCE, RI US",4/7/2011,5.82,1650,1650,,53,33,160,150,17.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/8/2011,5.14,1405,1439,,53,29,150,170,17.9,21.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/9/2011,6.71,1518,1435,,54,30,160,140,21,23.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/10/2011,7.61,1304,1350,,56,31,150,150,21,23.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/11/2011,10.96,1737,1516,,62,46,200,210,19.9,25.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/12/2011,7.38,2237,2210,,60,45,50,60,17.9,25.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/13/2011,9.4,713,657,,50,44,100,90,19.9,25.1,1,,1,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/14/2011,7.61,2233,2224,,66,43,20,20,19.9,25.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/15/2011,10.29,707,649,,51,35,30,30,17,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/16/2011,12.3,2329,2339,,50,31,120,120,33.1,47,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/17/2011,16.78,252,252,,63,45,160,160,34.9,51,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/18/2011,9.62,1104,814,,62,39,270,250,21.9,28,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/19/2011,6.93,1014,849,,54,42,20,30,17,21,,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/20/2011,5.59,2350,2350,,54,41,360,360,14.1,15,1,1,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/21/2011,13.42,1414,1556,,57,39,290,270,31.1,44.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/22/2011,7.38,1528,1533,,54,35,160,150,19.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/23/2011,10.51,1201,1132,,53,43,160,160,23.9,32,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/24/2011,4.25,1455,1609,,78,50,150,150,14.1,23,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/25/2011,4.92,1815,1826,,68,51,170,170,13,15,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/26/2011,10.29,1731,1806,,75,50,200,220,21.9,28,1,1,,,,,,,,,,1,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/27/2011,12.53,2113,2113,,73,59,200,200,29.1,36.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/28/2011,18.12,1308,1320,,65,59,200,210,33.1,44.1,1,,1,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/29/2011,8.05,1309,1453,,73,53,200,230,23,32,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/30/2011,8.05,1303,1132,,62,46,360,10,16.1,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/1/2011,8.28,1309,1044,,61,41,40,50,17.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/2/2011,6.49,1301,1304,,68,39,150,140,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/3/2011,8.5,1412,1422,,63,49,170,150,19.9,23.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/4/2011,8.05,1332,1437,,64,47,140,280,16.1,23.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/5/2011,11.41,1412,1451,,58,41,320,300,25.9,38,,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/6/2011,12.53,1224,1223,,68,42,210,190,28,42.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/7/2011,8.95,1341,1340,,68,48,160,160,25.1,30,,,1,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/8/2011,9.62,1306,1305,,67,50,40,40,23,28,,,,,,,,,,,,,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/9/2011,14.99,1125,1103,,69,51,350,10,25.9,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/10/2011,17.45,1235,1134,,58,49,20,30,25.9,38,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/11/2011,15.66,1608,1607,,64,48,30,20,25.9,36,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/12/2011,11.18,1250,1303,,60,48,40,40,23,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/13/2011,5.37,1538,1617,,70,42,160,150,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/14/2011,8.05,1250,1617,,58,45,160,150,17,21,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/15/2011,7.61,2219,2217,,64,50,20,20,16.1,19.9,1,,,,,,,1,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/16/2011,12.3,1058,1336,,52,47,20,30,19.9,23,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/17/2011,12.3,1418,832,,53,48,20,20,17.9,23.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/18/2011,8.05,1523,2047,,63,50,10,30,14.1,16.1,1,1,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/19/2011,6.93,1700,1659,,70,54,50,40,14.1,17,1,,,,,,,1,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/20/2011,4.47,1537,1805,,70,54,140,170,14.1,16.1,1,1,1,,,,,1,,,,,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/21/2011,5.82,2124,2112,,73,51,50,50,17,21,1,1,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/22/2011,8.5,146,146,,59,49,20,20,17,21.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/23/2011,10.29,2231,2252,,64,49,190,170,19.9,23.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/24/2011,8.05,28,27,,78,63,190,180,21.9,30,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/25/2011,8.28,1436,1435,,78,57,180,170,19.9,23.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/26/2011,6.04,1432,1432,,73,55,150,160,19.9,23,1,1,,,,,,1,,,,,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/27/2011,6.93,1344,1344,,80,60,160,160,17,21,1,1,,,,,,1,,,,,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/28/2011,9.4,1110,1121,,77,63,160,150,21.9,30,1,,,,,,,,,,,1,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/29/2011,9.17,1536,1342,,81,63,220,200,19.9,25.9,1,1,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/30/2011,5.37,800,800,,86,66,260,250,16.1,21,1,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/31/2011,8.72,1602,1600,,83,62,170,160,15,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/1/2011,11.86,1211,1236,,80,61,180,180,23,30,1,1,1,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/2/2011,12.53,1639,1451,,76,54,300,320,28,38,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/3/2011,10.29,1510,1530,,71,50,360,330,21.9,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/4/2011,8.72,740,1022,,73,49,360,350,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/5/2011,6.04,1500,1459,,69,46,170,160,16.1,19.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/6/2011,5.59,1119,1104,,78,54,50,50,15,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/7/2011,4.47,1254,1131,,87,54,160,290,15,19.9,1,,,,,,,,,,,,,,,,,,1,,,,
USW00014765,"PROVIDENCE, RI US",6/8/2011,5.14,2214,907,,92,64,290,270,17,28,1,,1,,,,,,,,,,,,1,,,,1,,,,
USW00014765,"PROVIDENCE, RI US",6/9/2011,8.72,1659,1655,,89,67,300,310,33.1,46.1,1,,1,,,,,1,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/10/2011,7.38,1553,1552,,81,63,170,160,17,23,,,,,,,,1,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/11/2011,7.83,1939,1938,,64,55,120,130,17.9,23,1,,,,,,,1,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/12/2011,10.51,1044,1043,,60,53,10,10,17.9,23.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/13/2011,4.25,1439,1438,,68,54,140,140,15,17.9,,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/14/2011,8.5,1845,1843,,64,54,350,340,17.9,25.1,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/15/2011,8.5,1023,1204,,75,55,360,60,21,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/16/2011,7.83,1935,2013,,86,53,230,230,15,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/17/2011,8.5,1347,1346,,70,63,180,180,19.9,28,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/18/2011,6.71,1726,1341,,84,63,240,260,15,19.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/19/2011,6.93,1209,1208,,80,57,300,300,14.1,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/20/2011,5.14,1513,1513,,81,54,160,160,17,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/21/2011,5.82,1633,1615,,82,59,150,160,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/22/2011,3.8,2113,2059,,71,66,130,130,13,17.9,1,,1,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/23/2011,9.84,903,851,,69,60,20,20,17.9,23.9,1,,1,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/24/2011,8.5,1728,1727,,69,59,30,30,15,17.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/25/2011,6.71,1725,1738,,74,57,160,180,14.1,16.1,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/26/2011,4.92,1412,1411,,76,63,150,160,16.1,19.9,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/27/2011,6.04,1556,1547,,82,65,180,170,15,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/28/2011,6.04,1701,1639,,80,65,150,160,15,17.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/29/2011,7.83,347,1644,,84,67,100,290,21,23,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/30/2011,8.05,1615,1111,,82,61,270,290,17,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/1/2011,5.14,1607,928,,80,57,310,350,12.1,17,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/2/2011,6.26,1606,1509,,81,63,150,150,17,21.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/3/2011,7.38,1350,1349,,80,66,140,140,16.1,21,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/4/2011,7.16,1547,1546,,87,67,270,260,17,23,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/5/2011,6.04,1728,1747,,89,68,200,200,14.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/6/2011,7.16,1640,1639,,90,67,210,200,19.9,23.9,,,,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/7/2011,5.82,1553,757,,89,70,160,360,12.1,16.1,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/8/2011,4.7,2040,2104,,77,68,10,50,15,17,1,,1,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/9/2011,8.72,1404,1526,,86,67,360,320,17.9,23,1,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/10/2011,6.26,1212,1658,,82,60,180,240,17,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/11/2011,9.4,2359,2359,,89,65,220,240,17,21.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/12/2011,10.29,311,1143,,92,73,220,310,19.9,23.9,,,,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/13/2011,6.71,1645,1644,,87,66,350,360,23,31.1,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/14/2011,10.96,1333,1324,,76,63,50,30,19.9,25.1,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/15/2011,6.26,1519,1523,,84,60,160,150,16.1,19.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/16/2011,5.82,1558,902,,84,61,200,220,17,23.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/17/2011,11.18,1417,1416,,89,66,250,260,21.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/18/2011,8.28,1257,1215,,89,72,270,260,17,23,1,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/19/2011,4.92,1459,1458,,89,70,310,300,13,17.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/20/2011,7.83,1526,1456,,89,65,200,210,21,25.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/21/2011,11.63,1410,1458,,91,71,210,210,23.9,32,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/22/2011,8.5,1352,1352,,101,76,260,260,19.9,23.9,1,,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/23/2011,5.37,1543,1522,,88,71,170,170,16.1,19.9,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/24/2011,4.92,1010,1014,,84,69,10,10,14.1,16.1,,,1,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/25/2011,3.58,1854,1854,,73,64,110,100,10.1,14.1,1,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/26/2011,5.14,1524,1523,,79,65,150,150,19.9,23,1,,1,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/27/2011,6.93,1519,836,,84,64,290,20,14.1,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/28/2011,4.92,1619,1613,,84,67,140,150,13,16.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/29/2011,8.95,1531,1529,,80,69,190,190,17.9,23,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/30/2011,9.17,1140,1237,,89,70,310,310,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",7/31/2011,6.26,1617,1340,,89,65,180,260,17,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/1/2011,7.16,1413,1305,,91,68,240,220,17.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/2/2011,7.61,1837,1842,,90,68,40,50,19.9,23.9,,,1,,,,,1,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/3/2011,5.82,1454,1454,,82,64,170,170,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/4/2011,7.16,1146,1233,,83,64,40,30,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/5/2011,6.93,1720,1722,,81,66,160,150,16.1,19.9,,,,,,,,,,,,,1,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/6/2011,9.17,1848,2132,,86,70,200,220,16.1,21,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/7/2011,8.95,1154,1153,,78,70,170,170,21,25.9,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/8/2011,3.8,1501,1457,,89,70,40,50,15,21,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/9/2011,8.05,2237,2235,,81,68,160,170,17.9,25.1,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/10/2011,6.71,1357,1553,,86,68,260,200,16.1,21.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/11/2011,6.26,1418,1551,,82,63,270,270,17,21,1,1,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/12/2011,6.71,1318,1455,,82,59,290,340,16.1,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/13/2011,5.14,1647,1647,,84,62,230,230,13,13,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/14/2011,5.82,1244,1115,,74,69,180,190,15,19.9,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/15/2011,10.07,1716,1718,,71,62,40,50,21,25.1,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/16/2011,6.26,739,800,,74,61,360,350,15,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/17/2011,5.14,1513,1552,,84,60,160,160,17.9,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/18/2011,7.83,1413,1412,,85,63,210,200,19.9,25.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/19/2011,7.16,1414,1411,,85,68,210,210,16.1,21,,,,,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/20/2011,7.16,1513,1251,,84,68,160,50,15,21,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/21/2011,9.84,1433,1419,,85,66,210,200,21,25.9,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/22/2011,10.51,137,44,,79,64,210,190,23,30,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/23/2011,6.04,1721,1737,,78,58,210,220,15,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/24/2011,9.17,1710,1255,,79,59,190,190,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/25/2011,11.63,1118,1118,,84,68,220,220,23.9,31.1,,,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/26/2011,4.92,1705,1309,,85,69,150,190,14.1,21.9,,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/27/2011,5.37,2359,2340,,76,67,110,90,17,21.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/28/2011,25.5,1144,639,,77,65,170,110,42.9,64,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/29/2011,7.38,2358,5,,79,59,260,260,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/30/2011,3.58,1736,1257,,80,57,200,20,13,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",8/31/2011,2.68,1714,1106,,83,58,140,320,12.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/1/2011,4.92,1550,1557,,79,59,160,150,13,15,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/2/2011,6.26,114,1024,,77,58,40,310,12.1,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/3/2011,8.05,1444,1327,,82,60,200,210,16.1,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/4/2011,8.5,1558,1558,,82,67,190,200,19.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/5/2011,10.96,1223,1202,,83,67,180,190,23,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/6/2011,9.62,432,454,,74,58,360,360,28,32,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/7/2011,9.62,2018,2017,,65,58,20,20,14.1,17.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/8/2011,8.05,925,925,,67,59,30,30,17,21.9,1,,1,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/9/2011,7.83,957,952,,80,60,10,10,16.1,21,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/10/2011,5.82,1559,1559,,78,56,110,100,14.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/11/2011,5.82,1715,1331,,71,52,190,180,12.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/12/2011,5.14,1607,1418,,81,62,180,180,16.1,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/13/2011,8.72,1536,1624,,82,62,210,230,19.9,25.1,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/14/2011,8.28,1404,1357,,85,67,220,210,17.9,23.9,1,,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/15/2011,9.62,2001,2001,,83,52,340,340,23.9,30,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/16/2011,7.61,1,1548,,65,47,330,290,19.9,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/17/2011,5.59,938,1549,,65,46,50,140,12.1,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/18/2011,10.07,1510,1236,,68,51,50,30,17.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/19/2011,5.14,1126,1125,,69,48,20,20,13,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/20/2011,5.82,1324,646,,67,52,210,210,16.1,30,,,,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/21/2011,6.26,1416,1412,,75,58,150,150,17,21,1,,,,,,,1,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/22/2011,4.25,1539,656,,73,66,150,180,12.1,19.9,1,,,,,,,,,,,1,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/23/2011,4.03,2359,1003,,73,68,160,90,12.1,28,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/24/2011,6.04,1237,249,,80,69,240,180,13,17,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/25/2011,2.46,1755,1432,,82,68,170,170,6.9,8.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/26/2011,2.91,1641,1550,,83,65,170,160,8.9,12.1,1,1,,,,,,,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/27/2011,4.25,1544,1543,,80,64,150,140,14.1,17,1,1,,,,,,1,,,,1,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/28/2011,7.83,1537,1537,,76,62,110,110,17,21,1,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/29/2011,7.61,1643,1834,,77,62,210,240,17,23.9,1,,1,,,,,,,,,,1,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",9/30/2011,8.5,1223,1332,,76,56,190,190,21,25.1,1,,1,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",10/1/2011,4.92,9999,,,74,59,50,50,15,17,,,,,,,,,,,,1,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",10/2/2011,4.7,9999,,,70,53,280,50,13,16.1,,,,,,,,,,,,1,,,1,,,,,,,,
